neg,neu,pos,compound,Text,Processed_Text
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 92595,ratingcount
0.033,0.909,0.058,0.2732,aboutproduct micro usb charg cabl android phonessupport 480 mbp data transmiss speedid charg android phone tablet connect pc peripher hard drive printer moregoldpl connector resist corros signal puritysmal connector design fit smaller spacescompact connector head work nearli casesimprov charg capabl 2100,aboutproduct micro usb charg cabl android phonessupport mbp data transmiss speedid charg android phone tablet connect pc peripher hard drive printer moregoldpl connector resist corros signal puritysmal connector design fit smaller spacescompact connector head work nearli casesimprov charg capabl
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicsmicrochargingandroidphonesdpb0711pvx6zrefsr155qid1672909126selectronicssr155,productlink httpswwwamazoninamazonbasicsmicrochargingandroidphonesdpbpvxzrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b082t6v3dt,productid btvdt
0.0,1.0,0.0,0.0,productnam amazonbas new releas nylon usba lightn cabl cord fast charg mfi certifi charger appl iphon ipad 6ft rose gold,productnam amazonbas new releas nylon usba lightn cabl cord fast charg mfi certifi charger appl iphon ipad ft rose gold
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 8188,ratingcount
0.0,0.698,0.302,0.6369,aboutproduct ad protect addit layer protect ad lightn usb end improv durabl reduc fray,aboutproduct ad protect addit layer protect ad lightn usb end improv durabl reduc fray
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicsnylonbraidedlightningcabledpb082t6v3dtrefsr157qid1672909126selectronicssr157,productlink httpswwwamazoninamazonbasicsnylonbraidedlightningcabledpbtvdtrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07mkfnhkg,productid bmkfnhkg
0.0,1.0,0.0,0.0,productnam vw 80 cm 32 inch frameless seri hd readi led tv vw32a black,productnam vw cm inch frameless seri hd readi led tv vwa black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionsstandardtelevis,categori electronicshometheatertvvideotelevisionsstandardtelevis
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 4003,ratingcount
0.033,0.844,0.123,0.8481,aboutproduct resolut hd readi 1366x768 refresh rate 60 hertz view angl 178 degreesconnect 2 hdmi port connect set top box blu ray player game consol 2 usb port connect hard drive usb devicessound 20 watt output power stereo output power audio music equalizerdisplay grade panel ipe technolog true colour cinema zoom slim bezel cinema modewarranti inform 1 year warranti provid visio world date purchaseinstal request installationwal mountingdemo product deliv pleas directli call visio world support pleas visit brand websit toll free number provid product model name well seller detail mention invoiceeasi return product elig replacementrefund within 10 day deliveri case product defect damag featur match descript provid,aboutproduct resolut hd readi x refresh rate hertz view angl degreesconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devicessound watt output power stereo output power audio music equalizerdisplay grade panel ipe technolog true colour cinema zoom slim bezel cinema modewarranti inform year warranti provid visio world date purchaseinstal request installationwal mountingdemo product deliv pleas directli call visio world support pleas visit brand websit toll free number provid product model name well seller detail mention invoiceeasi return product elig replacementrefund within day deliveri case product defect damag featur match descript provid
0.0,1.0,0.0,0.0,productlink httpswwwamazoninvisioworldinchesvw32areadydpb07mkfnhkgrefsr158qid1672909126selectronicssr158,productlink httpswwwamazoninvisioworldinchesvwareadydpbmkfnhkgrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0bfwgbx61,productid bbfwgbx
0.0,0.856,0.144,0.4019,productnam ambran unbreak 3a fast charg braid type c cabl 15 meter rct15 blue support qc 2030 charg,productnam ambran unbreak a fast charg braid type c cabl meter rct blue support qc charg
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 41,rate
0.0,1.0,0.0,0.0,ratingcount 314,ratingcount
0.074,0.82,0.106,0.4367,aboutproduct compat type c enabl devic android smartphon mi samsung oppo vivo realm oneplu etc tablet laptop macbook chromebook etcsupport quick charg 2030unbreak made special braid outer rug interior bind ultradur cabl wont affect daili rough usageid length ideal length 15 meter neither short like typic 1meter cabl long like 2meter cabl,aboutproduct compat type c enabl devic android smartphon mi samsung oppo vivo realm oneplu etc tablet laptop macbook chromebook etcsupport quick charg unbreak made special braid outer rug interior bind ultradur cabl wont affect daili rough usageid length ideal length meter neither short like typic meter cabl long like meter cabl
0.0,1.0,0.0,0.0,productlink httpswwwamazoninambraneunbreakablechargingrct15supportsdpb0bfwgbx61refsr159qid1672909126selectronicssr159,productlink httpswwwamazoninambraneunbreakablechargingrctsupportsdpbbfwgbxrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b01n90rz4m,productid bnrzm
0.0,1.0,0.0,0.0,productnam tata ski univers remot,productnam tata ski univers remot
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideoaccessoriesremotecontrol,categori electronicshometheatertvvideoaccessoriesremotecontrol
0.0,1.0,0.0,0.0,rate 37,rate
0.0,1.0,0.0,0.0,ratingcount 2960,ratingcount
0.0,1.0,0.0,0.0,aboutproduct univers remot controlensur long lastinga consist performancesturdi built,aboutproduct univers remot controlensur long lastinga consist performancesturdi built
0.0,1.0,0.0,0.0,productlink httpswwwamazonintataskyuniversalremotedpb01n90rz4mrefsr160qid1672909126selectronicssr160,productlink httpswwwamazonintataskyuniversalremotedpbnrzmrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0088tkty2,productid btkty
0.0,0.931,0.069,0.25,productnam tplink wifi dongl 300 mbp mini wireless network usb wifi adapt pc desktop laptopsupport window 11108187xp mac os 1091015 linux wp soft ap mode usb 20 tlwn823nblack,productnam tplink wifi dongl mbp mini wireless network usb wifi adapt pc desktop laptopsupport window xp mac os linux wp soft ap mode usb tlwnnblack
0.0,1.0,0.0,0.0,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 179691,ratingcount
0.0,0.826,0.174,0.8979,aboutproduct 300 mbp wifi 300mbp wireless speed ideal smooth hd video voic stream onlin gamingdesign minis design conveni portabl reliabl high performancesoftap mode turn wire internet connect pc laptop wifi hotspot wp easili setup secur wireless connect onetouch wp buttoncompat support window 11108187xp mac os 1015 earlier linuxinterfac usb 20in unlik case product qualiti relat issu may ask reach brand custom servic support seek resolut requir brand proof issu process replac request,aboutproduct mbp wifi mbp wireless speed ideal smooth hd video voic stream onlin gamingdesign minis design conveni portabl reliabl high performancesoftap mode turn wire internet connect pc laptop wifi hotspot wp easili setup secur wireless connect onetouch wp buttoncompat support window xp mac os earlier linuxinterfac usb in unlik case product qualiti relat issu may ask reach brand custom servic support seek resolut requir brand proof issu process replac request
0.0,1.0,0.0,0.0,productlink httpswwwamazonintplinktlwn823n300mbpswirelessnadapterdpb0088tkty2refsr161qid1672909126selectronicssr161,productlink httpswwwamazonintplinktlwnnmbpswirelessnadapterdpbtktyrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09q5swvbj,productid bqswvbj
0.0,0.847,0.153,0.4019,productnam oneplu 80 cm 32 inch seri hd readi smart android led tv 32 y1 black,productnam oneplu cm inch seri hd readi smart android led tv y black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 34899,ratingcount
0.03,0.88,0.091,0.7269,aboutproduct resolut hd readi 1366x768 refresh rate 60 hertzconnect 2 hdmi port connect set top box blu ray player game consol 2 usb port connect hard drive usb devic dualband wifisound 20 watt output dolbi audio dolbi atmo decodingsmart tv featur latest android tv 11 oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema zee5 ero oxygen playdisplay bezelless design led panel antialias gamma engin decod hdr10 hdr10 hlgwarranti inform 1 year comprehens warranti addit 1 year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time instal,aboutproduct resolut hd readi x refresh rate hertzconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devic dualband wifisound watt output dolbi audio dolbi atmo decodingsmart tv featur latest android tv oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema zee ero oxygen playdisplay bezelless design led panel antialias gamma engin decod hdr hdr hlgwarranti inform year comprehens warranti addit year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time instal
0.0,1.0,0.0,0.0,productlink httpswwwamazoninoneplusinchesreadysmartandroiddpb09q5swvbjrefsr163qid1672909126selectronicssr163,productlink httpswwwamazoninoneplusinchesreadysmartandroiddpbqswvbjrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0b4dt8mkt,productid bbdtmkt
0.0,1.0,0.0,0.0,productnam wecool unbreak 3 1 charg cabl 3a speed fast charg multi purpos cabl 125 mtr long type c cabl micro usb cabl cabl iphon white,productnam wecool unbreak charg cabl a speed fast charg multi purpos cabl mtr long type c cabl micro usb cabl cabl iphon white
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 656,ratingcount
0.0,0.943,0.057,0.6369,aboutproduct fast charg cabl use charg smartphon tablet earbud speaker etc3 1 fast charg cabl best solut travel need carri singl charg cabl charg electron gadgetsth multi purpos charg cabl 3 charg port includ type c cabl fast charg 30 micro usb charg pin compat iphoneth charg cabl 12 month brand warranti regist brand websit 10 day purchas avail warranti wecool dot comconveni length cabl car charg cabl 125 meter length conveni use travel,aboutproduct fast charg cabl use charg smartphon tablet earbud speaker etc fast charg cabl best solut travel need carri singl charg cabl charg electron gadgetsth multi purpos charg cabl charg port includ type c cabl fast charg micro usb charg pin compat iphoneth charg cabl month brand warranti regist brand websit day purchas avail warranti wecool dot comconveni length cabl car charg cabl meter length conveni use travel
0.0,1.0,0.0,0.0,productlink httpswwwamazoninwecoolunbreakablechargingpurposeiphonedpb0b4dt8mktrefsr164qid1672909126selectronicssr164,productlink httpswwwamazoninwecoolunbreakablechargingpurposeiphonedpbbdtmktrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b08cdkq8t6,productid bcdkqt
0.0,0.915,0.085,0.0516,productnam portron konnect l 12mtr fast charg 3a micro usb cabl charg sync function grey,productnam portron konnect l mtr fast charg a micro usb cabl charg sync function grey
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 7064,ratingcount
0.0,0.827,0.173,0.8885,aboutproduct durabl konnect l micro cabl uniqu term design multius posit provid best comfort perform usinghigh qualiti materi tpe nylon materi make sure life cabl enhanc significantlycompat compat android smartphon window phone tablet pc peripher micro usb compat devicescharg sync function come fast charg quick sync functionlong cord cabl extra thick 12 meter long optim easi use comfort home offic,aboutproduct durabl konnect l micro cabl uniqu term design multius posit provid best comfort perform usinghigh qualiti materi tpe nylon materi make sure life cabl enhanc significantlycompat compat android smartphon window phone tablet pc peripher micro usb compat devicescharg sync function come fast charg quick sync functionlong cord cabl extra thick meter long optim easi use comfort home offic
0.0,1.0,0.0,0.0,productlink httpswwwamazoninportronicskonnectpor1079chargingmicrodpb08cdkq8t6refsr165qid1672909126selectronicssr165,productlink httpswwwamazoninportronicskonnectporchargingmicrodpbcdkqtrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07b275vn9,productid bbvn
0.0,1.0,0.0,0.0,productnam airtel digitaltv dth televis setup box remot compat sd hd record black,productnam airtel digitaltv dth televis setup box remot compat sd hd record black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideoaccessoriesremotecontrol,categori electronicshometheatertvvideoaccessoriesremotecontrol
0.0,1.0,0.0,0.0,rate 37,rate
0.0,1.0,0.0,0.0,ratingcount 2201,ratingcount
0.0,1.0,0.0,0.0,aboutproduct gener airtel tv remoteunivers configur tvshine black colour led indic,aboutproduct gener airtel tv remoteunivers configur tvshine black colour led indic
0.0,1.0,0.0,0.0,productlink httpswwwamazoninairteldigitalremotecompatiblerecordingdpb07b275vn9refsr166modprimarynewqid1672909126selectronicssborzvfv2f2fhxdf2bo5021pansa3d3dsr166,productlink httpswwwamazoninairteldigitalremotecompatiblerecordingdpbbvnrefsrmodprimarynewqidselectronicssborzvfvffhxdfbopansaddsr
0.0,1.0,0.0,0.0,productid b0b15cpr37,productid bbcpr
0.0,0.856,0.144,0.4019,productnam samsung 108 cm 43 inch crystal 4k neo seri ultra hd smart led tv ua43aue65akxxl black,productnam samsung cm inch crystal k neo seri ultra hd smart led tv uaaueakxxl black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 7109,ratingcount
0.027,0.896,0.077,0.7003,aboutproduct resolut crystal 4k ultra hd 3840 x 2160 refresh rate 50 hertzconnect 3 hdmi port connect set top box bluray speaker game consol 1 usb port connect hard drive usb devicesdisplay ultra hd 4k led panel one billion color new bezelless design support hdr 10 purcolor mega contarst uhd dim auto game modesound 20 watt output power speaker dolbi digit plu q symphonysmart tv featur prime video hotstar netflix zee5 voic assist bixbi alexa tap view pc mode univers guid web browser screen mirroringwarranti inform 1 year comprehens warranti plu addit 1 year panel brand date invoiceinstal request installationwal mountingdemo product deliv pleas directli call samsung support visit brand websit tollfre number provid product model name well seller detail mention invoiceeasi return product elig replac within 10 day deliveri case product defect damag featur match descript,aboutproduct resolut crystal k ultra hd x refresh rate hertzconnect hdmi port connect set top box bluray speaker game consol usb port connect hard drive usb devicesdisplay ultra hd k led panel one billion color new bezelless design support hdr purcolor mega contarst uhd dim auto game modesound watt output power speaker dolbi digit plu q symphonysmart tv featur prime video hotstar netflix zee voic assist bixbi alexa tap view pc mode univers guid web browser screen mirroringwarranti inform year comprehens warranti plu addit year panel brand date invoiceinstal request installationwal mountingdemo product deliv pleas directli call samsung support visit brand websit tollfre number provid product model name well seller detail mention invoiceeasi return product elig replac within day deliveri case product defect damag featur match descript
0.0,1.0,0.0,0.0,productlink httpswwwamazoninsamsunginchescrystalultraua43aue65akxxldpb0b15cpr37refsr167qid1672909126selectronicssr167,productlink httpswwwamazoninsamsunginchescrystalultrauaaueakxxldpbbcprrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0994gfwbh,productid bgfwbh
0.0,1.0,0.0,0.0,productnam lapster 15 mtr usb 20 type male usb male cabl comput laptop,productnam lapster mtr usb type male usb male cabl comput laptop
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 40,rate
0.0,1.0,0.0,0.0,ratingcount 1313,ratingcount
0.021,0.841,0.139,0.8402,aboutproduct plug playstabl reliabl connectivityspeci grip tread design wire end easi plug unplug plugandplayconnector usb 20 type male type malehigh qualiti usb 20 high speed cabl usual use extern drive enclosur camerascompat usb 1011 support data transfer rate 480mbpshigh qualiti thin usb type adapt mm design data transfer fast charg ideal hard drive enclosur printer modem scanner camera etc interfer free,aboutproduct plug playstabl reliabl connectivityspeci grip tread design wire end easi plug unplug plugandplayconnector usb type male type malehigh qualiti usb high speed cabl usual use extern drive enclosur camerascompat usb support data transfer rate mbpshigh qualiti thin usb type adapt mm design data transfer fast charg ideal hard drive enclosur printer modem scanner camera etc interfer free
0.0,1.0,0.0,0.0,productlink httpswwwamazoninlapstertypecablecomputerlaptopdpb0994gfwbhrefsr168qid1672909126selectronicssr168,productlink httpswwwamazoninlapstertypecablecomputerlaptopdpbgfwbhrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b01ggkz0v6,productid bggkzv
0.0,1.0,0.0,0.0,productnam amazonbas usb typec usb typec 20 cabl 3 feet laptop 09 meter white,productnam amazonbas usb typec usb typec cabl feet laptop meter white
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 29746,ratingcount
0.0,0.958,0.042,0.296,aboutproduct connect usb typec enabl devic macbook chromebook pixel galaxi note 7 etc standard usb typec 20 enabl devic accessori smartphon carwal charger multiport adapt etc1 year limit warrantyup 480 mbp data transfer speed power output 5v 3 ampcertifi usbif compliant usb 20typec port half width onethird height standard usba connector slightli larger compar lightn microusb portsid charg power usb typec enabl devic well sync data photo musicrevers design easili insert connector typec enabl devic matter side,aboutproduct connect usb typec enabl devic macbook chromebook pixel galaxi note etc standard usb typec enabl devic accessori smartphon carwal charger multiport adapt etc year limit warrantyup mbp data transfer speed power output v ampcertifi usbif compliant usb typec port half width onethird height standard usba connector slightli larger compar lightn microusb portsid charg power usb typec enabl devic well sync data photo musicrevers design easili insert connector typec enabl devic matter side
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicsusbtypec20cabledpb01ggkz0v6refsr169qid1672909126selectronicssr169,productlink httpswwwamazoninamazonbasicsusbtypeccabledpbggkzvrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09f9yqq7b,productid bfyqqb
0.0,0.847,0.153,0.4019,productnam redmi 80 cm 32 inch android 11 seri hd readi smart led tv l32m6ral32m7ra black,productnam redmi cm inch android seri hd readi smart led tv lmralmra black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 45238,ratingcount
0.032,0.888,0.08,0.8402,aboutproduct resolut hd readi 1366 x 768 refresh rate 60 hertz 178 degre wide view angleconnect 2 hdmi port connect set top box bluray player game consol 2 usb port connect hard drive usb devic 35mm connect headphon bluetooth 50 connect bluetooth speaker earphon tw earphonessound 20 watt power stereo speaker dolbi audio dt virtual x dtshd dolbi atmo pass arc portsmart tv featur android tv 11 chromecast builtin patchwal 4 imdb integr kid mode parent lock 75 free live channel univers search languag univers 16 languag india top 10 miracast support app prime video netflix disney hotstar youtub appl tv 5000 app play store auto low latenc mode quad core processor dual band wifi 1gb ram 8gb storagedisplay grade led panel vivid pictur engin detail pictur control ultra bright screen dynam contrast dynam backlightwarranti inform 1 year comprehens warranti product 1 year addit panel provid brand date purchaseeasi return product elig replac within 10 day deliveri case product defect damag featur match descript providedvideo captur format avi mp4includ compon 1 led tv 2 tabl stand base 1 user manual 1 remot control 4 screwsresolut 720p,aboutproduct resolut hd readi x refresh rate hertz degre wide view angleconnect hdmi port connect set top box bluray player game consol usb port connect hard drive usb devic mm connect headphon bluetooth connect bluetooth speaker earphon tw earphonessound watt power stereo speaker dolbi audio dt virtual x dtshd dolbi atmo pass arc portsmart tv featur android tv chromecast builtin patchwal imdb integr kid mode parent lock free live channel univers search languag univers languag india top miracast support app prime video netflix disney hotstar youtub appl tv app play store auto low latenc mode quad core processor dual band wifi gb ram gb storagedisplay grade led panel vivid pictur engin detail pictur control ultra bright screen dynam contrast dynam backlightwarranti inform year comprehens warranti product year addit panel provid brand date purchaseeasi return product elig replac within day deliveri case product defect damag featur match descript providedvideo captur format avi mpinclud compon led tv tabl stand base user manual remot control screwsresolut p
0.0,1.0,0.0,0.0,productlink httpswwwamazoninredmiinchesreadyl32m6raandroiddpb09f9yqq7brefsr172qid1672909126selectronicssr172,productlink httpswwwamazoninredmiinchesreadylmraandroiddpbfyqqbrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b014i8sx4i,productid bisxi
0.0,0.805,0.195,0.1779,productnam amazon basic highspe hdmi cabl 6 feet 2packblack,productnam amazon basic highspe hdmi cabl feet packblack
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideoaccessoriescableshdmic,categori electronicshometheatertvvideoaccessoriescableshdmic
0.0,1.0,0.0,0.0,rate 44,rate
0.0,1.0,0.0,0.0,ratingcount 426973,ratingcount
0.025,0.846,0.129,0.8316,aboutproduct hdmi male male cabl support ethernet 3d 4k video audio return channel arcconnect bluray player fire tv appl tv ps4 ps3 xbox one xbox 360 comput hdmienabl devic tv display av receiv morec allow share internet connect among multipl devic without need separ ethernet cablemeet hdmi 20 standard 4k video 60 hz 2160p 48 bitpx color depth support bandwidth 18gbp backward compat earlier versionsnot support max resolut 4k60hz display issu downgrad resolut gradual increas resolut compatibilitydisplay issuesc length 6 feet 18 meter 2 unit 1 year limit warranti,aboutproduct hdmi male male cabl support ethernet d k video audio return channel arcconnect bluray player fire tv appl tv ps ps xbox one xbox comput hdmienabl devic tv display av receiv morec allow share internet connect among multipl devic without need separ ethernet cablemeet hdmi standard k video hz p bitpx color depth support bandwidth gbp backward compat earlier versionsnot support max resolut khz display issu downgrad resolut gradual increas resolut compatibilitydisplay issuesc length feet meter unit year limit warranti
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicshighspeedcable2packblackdpb014i8sx4yrefsr173qid1672909128selectronicssr173,productlink httpswwwamazoninamazonbasicshighspeedcablepackblackdpbisxyrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09q8hmkzx,productid bqhmkzx
0.0,1.0,0.0,0.0,productnam portron konnect l 20w pd quick charg typec 8pin usb mobil charg cabl 12m tangl resist fast data syncgrey,productnam portron konnect l w pd quick charg typec pin usb mobil charg cabl m tangl resist fast data syncgrey
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 41,rate
0.0,1.0,0.0,0.0,ratingcount 450,ratingcount
0.046,0.839,0.115,0.765,aboutproduct 12 long durabl cabl konnect l 12 long featur allow maximum conveni user cabl length ampl also durabl built ensur matter roughli handl harm done it20 w pd quick charg 8 pin usb konnect l cabl 8 pin usb effici cabl appl smartphon charg power appl counterpart plug smartphon lightn speed chargingtp nylon braid cord cabl design optim result keep mind built tpe nylon braid ensur longev safe upkeeptangl resist isnt frustrat hurri charg devic pull charger find entangl came featur make charg hassl free also ensur cabl longevityfast data sync sync data two devic accuraci ultra speed cabl allow zero glitch ensur distort free exchang data use cabl transfer larg amount data continu one devic anoth,aboutproduct long durabl cabl konnect l long featur allow maximum conveni user cabl length ampl also durabl built ensur matter roughli handl harm done it w pd quick charg pin usb konnect l cabl pin usb effici cabl appl smartphon charg power appl counterpart plug smartphon lightn speed chargingtp nylon braid cord cabl design optim result keep mind built tpe nylon braid ensur longev safe upkeeptangl resist isnt frustrat hurri charg devic pull charger find entangl came featur make charg hassl free also ensur cabl longevityfast data sync sync data two devic accuraci ultra speed cabl allow zero glitch ensur distort free exchang data use cabl transfer larg amount data continu one devic anoth
0.0,1.0,0.0,0.0,productlink httpswwwamazoninportronicskonnectchargechargingresistantdpb09q8hmkzxrefsr174qid1672909128selectronicssr174,productlink httpswwwamazoninportronicskonnectchargechargingresistantdpbqhmkzxrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0b9xn9s3w,productid bbxnsw
0.0,1.0,0.0,0.0,productnam acer 80 cm 32 inch n seri hd readi tv ar32nsv53hd black,productnam acer cm inch n seri hd readi tv arnsvhd black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionsstandardtelevis,categori electronicshometheatertvvideotelevisionsstandardtelevis
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 457,ratingcount
0.039,0.924,0.036,-0.0772,aboutproduct resolut hd readi 1366 x 768 refresh rate 60hz 178 degre wide view angleconnect 2 hdmi port connect set top box blu ray player game consol 2 usb port connect hard drive usb devic 1 vga slot connect laptoppc 1 headphon jack 2 av input slot 1 rf slotsound 20 watt outputdisplay high definit dynam contast intellig signal calibr 167 million colour digit nois reductionwarranti inform 1 year comprehens warranti provid manufactur date purchaseinstal installationwal mountingdemo arrang ah team inform pleas contact amazon custom supporteasi return product elig replac within 10 day deliveri case product defect damag featur match descript,aboutproduct resolut hd readi x refresh rate hz degre wide view angleconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devic vga slot connect laptoppc headphon jack av input slot rf slotsound watt outputdisplay high definit dynam contast intellig signal calibr million colour digit nois reductionwarranti inform year comprehens warranti provid manufactur date purchaseinstal installationwal mountingdemo arrang ah team inform pleas contact amazon custom supporteasi return product elig replac within day deliveri case product defect damag featur match descript
0.0,1.0,0.0,0.0,productlink httpswwwamazoninacerinchesreadyar32nsv53hdblackdpb0b9xn9s3wrefsr175qid1672909128selectronicssr175,productlink httpswwwamazoninacerinchesreadyarnsvhdblackdpbbxnswrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07966m8xh,productid bmxh
0.0,1.0,0.0,0.0,productnam modelp4 6 way swivel tilt wall mount 3255inch full motion cantilev ledlcd plasma tv,productnam modelp way swivel tilt wall mount inch full motion cantilev ledlcd plasma tv
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideoaccessoriestvmountsstandsturntablestvwallceilingmount,categori electronicshometheatertvvideoaccessoriestvmountsstandsturntablestvwallceilingmount
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 2727,ratingcount
0.0,1.0,0.0,0.0,aboutproduct full motion cantilev mountfit 32inch55inch flat panel displayvesa complianc 100x100 400x400mm,aboutproduct full motion cantilev mountfit inchinch flat panel displayvesa complianc x xmm
0.0,1.0,0.0,0.0,productlink httpswwwamazoninmodelp4swivel3255inchmotioncantileverdpb07966m8xhrefsr176qid1672909128selectronicssr176,productlink httpswwwamazoninmodelpswivelinchmotioncantileverdpbmxhrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b01ggkykqm,productid bggkykqm
0.0,0.898,0.102,0.1779,productnam amazon basic usb typec usba 20 male fast charg cabl laptop 3 feet 09 meter black,productnam amazon basic usb typec usba male fast charg cabl laptop feet meter black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 20053,ratingcount
